Entity,Code,Year,Unsafe water source (deaths),Poor sanitation (deaths),No access to handwashing facility (deaths),Household air pollution (deaths),Outdoor air pollution (deaths),Non-exclusive breastfeeding (deaths),Discontinued breastfeeding (deaths),Child wasting (deaths),Child stunting (deaths),Low birth weight (deaths),Secondhand smoke (deaths),Alcohol use (deaths),Drug use (deaths),Diet low in fruits (deaths),Diet low in vegetables (deaths),Unsafe sex (deaths),Low physical activity (deaths),High blood sugar (deaths),High cholesterol (deaths),High body-mass index (obesity) (deaths),High blood pressure (deaths),Smoking (deaths),Iron deficiency (deaths),Zinc deficiency (deaths),Vitamin-A deficiency (deaths),Low bone mineral density (deaths)
Afghanistan,AFG,1990,3089.086267,2700.125448,3304.27602,20372.11698,12954.42381,2149.558978,80.49085164,19782.28886,11212.99995,7841.705524,2431.424927,84.53307591,283.8556124,5938.251677,5249.971705,347.4037596,2563.882557,14071.80614,9505.531962,10219.12434,16788.60447,6797.08374,255.091524,368.8117958,6438.686157,255.4452994
Afghanistan,AFG,1995,5973.568906,5215.484499,4994.06556,27947.99654,17392.7435,3023.132138,142.7768967,24080.159,12322.40402,9722.505754,3890.176365,124.3623493,472.7645361,9405.857405,8317.373544,510.9426207,3900.895896,21402.03847,14674.80439,14401.84245,25904.10043,10589.37693,358.238729,775.5760008,6873.531404,397.462568
Afghanistan,AFG,2000,6860.705973,5976.701177,5513.474429,31580.56554,19832.58807,2995.92064,139.8842975,24426.43275,12924.65007,11032.3139,4748.463921,107.0880228,618.4545687,11792.93272,10084.58337,602.1186917,4693.208898,26526.45365,17654.14977,15905.42698,31893.06513,12986.75537,391.090473,1334.811905,7918.396752,466.5196328
Afghanistan,AFG,2005,8046.950478,6985.176238,6726.295534,36956.20917,21961.01998,3160.640021,160.0891127,22113.10796,8354.252868,12363.49847,5694.589373,15.90583738,864.0550084,14244.74324,11845.03728,702.8216052,5619.360914,32584.11018,20922.6567,20540.30577,38190.10241,15869.8188,473.7874252,2286.219958,1957.206326,583.3401805
Afghanistan,AFG,2006,7437.445838,6446.891064,6326.12732,36621.56433,22157.92004,2981.794757,146.3187181,21141.3843,8084.966577,12136.63466,5660.147282,-7.163066948,903.5439244,14583.01949,12117.84016,717.5270403,5772.992069,33656.4683,21478.01487,21690.64478,39159.42779,16336.57094,479.8675442,2106.950425,2121.665449,594.7577347
Afghanistan,AFG,2010,3827.131184,3284.868541,3605.688075,31630.56457,20825.19334,1817.568643,64.6825983,16889.92,9171.966557,10820.74112,5543.469685,-27.7885309,1052.246167,15351.62725,12803.56771,756.5884044,6298.70107,37187.93726,22978.88187,25823.79241,41717.64468,17676.50263,480.4522607,775.7910941,6307.287406,661.5737596
Afghanistan,AFG,2016,3715.731574,3124.132128,3798.25784,34356.46116,26983.12805,1849.40171,72.3580492,12315.58755,3958.305418,10754.73078,6644.75356,84.52251673,1428.480032,17626.48606,14711.41495,880.6001334,7467.501138,46058.06446,26789.1737,30632.55209,48554.59098,20951.91565,435.2129809,985.7435233,678.935842,799.3339272
Albania,ALB,1990,59.69969476,44.02585804,70.94231793,2158.697351,1156.260822,226.3731025,4.316032533,1233.722006,293.8103785,285.2196176,702.6873854,415.7628581,51.81624493,1056.156954,530.5639037,47.88125274,375.1561916,720.1641252,1564.587112,1220.005268,4190.141828,2291.469721,1.573492536,14.45279573,14.63125928,33.99990404
Albania,ALB,1995,37.09243618,28.14968058,52.09543611,1994.375022,1039.693901,151.6548248,2.28707718,852.5901907,162.718619,248.2307393,634.9435923,570.7975062,69.76020069,1114.265771,434.6017965,49.96181923,398.2343659,785.5645521,1662.695808,1347.505988,4439.607739,2476.709574,0.852063864,13.68204453,0.330134799,35.10696132
Albania,ALB,2000,13.05031993,9.194357912,20.99022601,1793.841517,1062.26309,55.66381362,0.725039297,322.0191981,86.7375503,165.0829863,517.4989759,901.5566736,99.47196585,1217.376848,405.5172498,56.20154303,491.464617,978.0454767,2042.071103,1703.131692,5332.901008,2924.833665,0.676878714,4.646695179,0.07766168,36.6102625
Albania,ALB,2005,5.928423942,3.545992536,10.61968496,1680.003187,1135.107206,20.73967859,0.244467289,111.8982324,27.72639745,104.380985,541.0979503,1329.295173,119.050673,1260.260098,481.7967602,65.84391471,648.5432444,1256.241397,2645.148823,2164.088249,6715.159982,3310.467873,0.664509727,1.726196106,0.009807206,40.13461544
Albania,ALB,2006,5.303912052,3.145019789,9.581898989,1564.773659,1177.747809,17.71111661,0.197707179,94.12613493,22.83151895,99.9033884,534.6945607,1381.205849,120.1546004,1239.116372,475.433751,67.51495772,666.908092,1274.947133,2706.666511,2209.876971,6846.307462,3317.379831,0.63965987,1.393185157,0.007866297,40.39978023
Albania,ALB,2010,4.300293743,2.486724554,7.500942496,1190.058542,1356.673705,11.28456114,0.128555848,58.21800591,12.87373396,79.78999924,515.1488693,1505.834948,133.31544,1066.35677,312.2841452,67.9315403,732.0062993,1357.415389,2884.660531,2415.71804,7276.621921,3385.033893,0.480972283,0.709854938,0.002780062,44.06072994
Albania,ALB,2016,3.780746207,1.950572439,6.735915125,1002.715581,1376.776276,9.782995785,0.099302578,47.90338307,9.093845909,71.13244155,540.2423509,1550.755899,159.8273287,982.835861,249.1219742,65.98733914,786.7653757,1479.320453,3030.497571,2677.823207,7605.886827,3637.962374,0.413147821,0.632734294,0.002983459,48.87216358
Algeria,DZA,1990,906.1061256,594.8103982,441.337936,2502.325751,7791.937414,811.974337,44.25587618,4617.236518,1130.942168,9951.160406,3574.844574,493.0059903,311.3923707,5803.119398,4466.004649,454.8350848,3387.710207,12016.8794,10461.51408,8470.929914,20495.88512,8612.263468,109.455577,148.6438905,707.0511494,455.474068
Algeria,DZA,1995,668.9486104,393.0161064,363.7754265,1629.513535,8101.450824,559.0967856,32.05982487,3478.543872,935.3364902,9975.251113,3307.176112,422.2499033,399.0032518,6416.771203,4765.206613,488.8710228,3853.222097,13653.61355,11440.80434,10081.21101,23038.1534,9102.994681,93.34193392,98.91156239,350.6772704,526.028029
Algeria,DZA,2000,667.1898209,356.0714296,423.4662991,1017.613541,8774.972311,482.454896,33.98167538,2555.221547,543.4931414,10143.78147,3382.449047,566.6120912,529.7038088,6936.544707,5053.938781,475.1394742,4465.686771,15776.31207,12647.90308,12352.84446,26185.51817,9238.340101,84.53719705,74.84373245,81.02474983,643.257531
Algeria,DZA,2005,525.7891579,236.9137582,382.7157804,456.0125758,8798.152337,354.7988608,25.73017147,1699.265518,241.6812517,9132.600089,3450.970657,869.2715971,684.571521,6805.955999,4638.211814,597.2743014,5008.039985,18873.35159,13289.24661,16060.79826,28266.75669,9431.256368,80.83693284,44.48988059,18.83191449,760.9820772
Algeria,DZA,2006,494.1231717,213.1841167,365.4148333,393.3757907,8825.881589,327.6067821,23.66739062,1555.202352,211.8900166,8818.061843,3572.464648,895.7823082,712.1238046,6698.969667,4503.254517,626.2699801,5112.603082,19755.18758,13520.22787,16845.65603,28740.26067,9354.483916,77.41889891,40.4442407,15.74217262,782.4100206
Algeria,DZA,2010,411.2648333,150.0351258,315.2273795,219.5004717,9251.318531,238.3493523,17.60651892,1088.173172,127.5904528,7502.819133,4193.636388,908.5314333,842.3875402,6582.661456,4168.929412,628.6702083,5843.46065,24654.40976,15252.63274,20757.59412,32603.36278,9480.613843,62.42811355,27.06492874,11.47307814,892.025898
Algeria,DZA,2016,339.1941241,106.4399946,282.7136543,110.9631554,12609.53484,134.9404696,10.8865845,578.1288347,60.10708324,5079.062196,5252.902963,978.6742424,1107.524439,7424.961806,4511.223172,659.133183,7460.858029,32558.25445,19901.66905,27810.03873,41767.24629,10075.56144,48.21105122,16.99631237,4.549248799,1123.147699
American Samoa,ASM,1990,0.929105109,0.521953978,0.532951117,10.77770626,2.346818503,0.275805027,0.010448019,2.471370532,0.245803852,5.297803397,3.948636779,3.308596132,0.796862959,8.133271734,8.649988879,0.765626613,5.537415953,47.43770286,16.54184814,52.48768193,49.18135662,34.533026,0.065764417,0.031060351,0.067453409,0.638671686
American Samoa,ASM,1995,0.809657661,0.434402124,0.468874917,9.77855262,2.482785367,0.252481584,0.010001705,2.259281011,0.205881921,4.828564856,4.473635814,3.528573984,0.947813162,8.644665836,9.194234571,1.276694063,6.051467318,54.49607981,18.15604268,61.31717894,53.7603492,36.68830315,0.081990173,0.035486407,0.054055382,0.682585027
American Samoa,ASM,2000,0.622342366,0.31575261,0.418310735,8.695748491,2.666145352,0.249489303,0.006803981,1.973514268,0.16001826,4.147844814,4.907167204,3.495094999,1.06466044,8.714369995,9.441453235,1.637109937,6.597935816,62.19707817,19.47413271,68.04801386,55.90683516,36.8769076,0.091016773,0.038374113,0.003071996,0.704824741
American Samoa,ASM,2005,0.640336282,0.312286957,0.400666286,8.083391604,2.712477547,0.247775097,0.007446623,1.699260352,0.149518417,3.394281537,5.305298817,4.10621285,1.290320848,9.160328201,9.764783365,1.987571802,7.105552987,72.85647986,21.16112042,78.64562192,59.78202169,39.97971121,0.098500549,0.035001634,0.003387782,0.832706186
American Samoa,ASM,2006,0.648615279,0.314277897,0.394218557,7.847100031,1.822690613,0.241813707,0.007560553,1.60931417,0.140879682,3.187901585,5.329407243,4.28186971,1.315792462,9.268053669,9.893636888,2.083982653,7.163345105,73.71615049,21.50182839,79.73539198,60.78396896,39.98201097,0.098696883,0.033450997,0.003292376,0.876786815
American Samoa,ASM,2010,0.664473827,0.317521194,0.370483105,7.132364383,1.24772731,0.202460779,0.006892049,1.278715346,0.103837494,2.460556031,5.624774022,4.738274227,1.447075353,9.967490357,10.59751851,2.582060866,7.616824933,79.40666693,23.3765409,86.00588243,64.86563915,41.35693054,0.095454022,0.026028345,0.002534422,0.904684658
American Samoa,ASM,2016,0.692992656,0.335594825,0.369168082,6.228548785,2.201101112,0.148232403,0.005588633,0.950974294,0.076934734,1.83994909,6.794347949,5.710466683,1.756493076,12.46967154,12.70412502,3.797407548,8.961103729,95.92672123,28.14667056,104.6906953,76.45304509,48.24661103,0.105193288,0.017867492,0.009146826,1.022805362
Andean Latin America,,1990,6535.777927,5455.935862,6245.046703,20819.97441,14376.55453,4233.006092,315.4592869,20761.82827,4933.915542,13727.5232,3720.973461,14876.4854,626.3177654,4509.259479,5758.778546,2947.001333,3073.740978,11750.34255,9936.965572,12590.70861,17367.24002,10091.91928,212.4608205,1337.685392,546.2887603,817.2137278
Andean Latin America,,1995,4251.254429,3738.106452,4369.973469,15778.57005,14346.62276,2554.158703,175.1212049,14498.10559,3037.641523,11331.01346,3286.308034,15518.06605,816.6228859,4971.686383,6490.717657,3778.98545,3582.323975,14581.87246,11385.32293,15499.85431,20470.44601,11752.74222,230.9266134,644.3717724,235.1086786,955.8549444
Andean Latin America,,2000,2766.05181,2237.522851,3110.151613,11753.8977,13424.82426,1472.411813,96.26905934,9477.220924,1922.62833,9137.996602,2803.145367,14388.61116,1027.029946,4464.506547,6171.880085,4380.810688,3565.773715,15952.10254,10929.49091,17034.60057,21224.41572,11123.81609,162.1082949,344.1914992,88.15658651,1099.985233
Andean Latin America,,2005,1846.509978,1459.239286,2455.553372,11049.02244,14805.39394,941.1942596,58.30341913,6266.412273,1299.660857,7535.938064,2547.812611,13984.14136,1247.761413,4907.459653,6370.622314,4882.843599,3754.615007,17885.82695,11404.48332,19364.35488,23799.27445,11706.83442,122.4895073,226.1933659,50.3032032,1239.701265
Andean Latin America,,2006,1691.418894,1344.84811,2354.091061,10825.31896,14298.79001,870.3934439,52.90807059,5753.378838,1186.749488,7248.919068,2456.235691,13909.13693,1289.727181,4924.067419,6366.482093,4836.780117,3771.171149,18270.51667,11446.02767,19842.96375,24308.21127,11727.57391,115.637006,207.2487478,44.05808996,1284.048259
Andean Latin America,,2010,1138.558664,951.5276771,2067.530147,10136.33519,13423.72202,613.2051327,31.70480468,4061.942172,822.1752179,6340.392373,2311.248031,14679.20789,1598.511067,5396.355184,6891.30751,4611.673863,4228.374919,21688.42825,12638.11349,23946.91335,28667.9519,12913.40789,104.0000423,143.6507095,23.78483225,1572.302683
Andean Latin America,,2016,744.9022919,665.5002502,1776.238057,8003.062048,13338.50665,421.2257724,19.63247823,2637.667098,515.6774128,5252.749005,2381.662348,14967.7371,1953.243626,5543.60765,7504.572778,4868.851084,4932.005909,26495.95251,14290.29883,28998.71581,34332.13227,13691.76032,88.93311049,92.88336259,10.85744175,1955.356903
Andorra,AND,1990,0.030995184,0.025090711,0.162733204,1.876351586,16.78278723,0.012875437,0.001269716,0.054739021,0.003045424,0.512248794,4.742469196,48.45240407,2.472862279,8.6257613,8.527284713,3.370598917,13.76044563,28.59827304,42.40684637,28.77229297,83.77262794,56.17991826,0.004219252,0.006528132,0.000101647,3.307706916
Andorra,AND,1995,0.036794027,0.027718547,0.208268773,1.334658846,19.07027115,0.01132112,0.001479495,0.045702676,0.001998609,0.406475714,5.157843691,59.94525912,3.323485924,10.32095765,9.825137157,4.885395495,15.77943691,33.64042602,47.2174843,36.51258281,94.84894104,64.24779988,0.005230849,0.005809543,6.76383E-05,4.171026719
Andorra,AND,2000,0.038408582,0.024159104,0.191011368,0.847473021,16.44437287,0.009082147,0.001570908,0.031695837,0.001319202,0.27282747,3.975116465,54.1486306,3.733963953,8.702480301,7.846325411,3.487483162,13.27515601,30.28872505,38.06210562,36.79676023,79.37799528,60.31090211,0.0055098,0.0041138,3.95996E-05,4.081658687
Andorra,AND,2005,0.055354141,0.028289555,0.231305276,0.821385616,19.28996978,0.010382715,0.001737265,0.030823686,0.00137579,0.310432981,4.30643262,56.72843673,4.638885103,9.054710546,8.199417815,2.73893932,15.34795646,36.18559271,42.02375737,43.68150183,88.80020511,72.27824535,0.006798994,0.004077168,4.54088E-05,5.406720026
Andorra,AND,2006,0.059110566,0.029175512,0.2400079,0.805879263,19.87040653,0.010447678,0.001768533,0.030820447,0.001375144,0.310550393,4.435555697,56.6821118,4.804703422,9.065186366,8.278683374,2.777115532,15.78414974,37.59074514,43.00892618,45.32971591,90.98609916,74.62104107,0.007061776,0.004084342,4.60901E-05,5.684301191
Andorra,AND,2010,0.073777026,0.032371994,0.262111698,0.749026932,22.26337734,0.010784321,0.001912899,0.030965139,0.001370411,0.318091085,4.802826201,56.10315344,5.490070034,10.61067977,9.754282312,3.030779521,18.04463206,43.56100024,48.39303241,51.50109763,103.3627931,83.92470114,0.008108358,0.004149526,4.94739E-05,6.869103689
Andorra,AND,2016,0.086772985,0.033773879,0.297372407,0.645900839,24.59492049,0.010407621,0.001848716,0.030724085,0.001342234,0.316190254,5.09793348,56.92098094,6.110525177,13.32432076,12.04116472,3.098634897,20.44114191,48.99115873,54.69675836,57.23733229,117.5331293,95.80412692,0.009127697,0.004404943,5.83513E-05,8.031758238
Angola,AGO,1990,33672.61986,27645.1067,21233.99837,12604.40948,6310.505338,9035.219743,713.3823521,46241.1174,13497.34868,7304.06614,1577.617316,2126.3106,99.8736163,2516.02521,1959.620182,1581.497123,757.9117365,3336.076187,2306.414579,2792.500805,8160.109484,3090.06932,103.3800711,5540.662595,9358.887765,270.672391
Angola,AGO,1995,35238.54435,28808.60169,22133.00956,13316.62681,6725.331116,9183.436102,693.5724097,45982.14302,13240.04959,7815.873097,1637.734827,2548.61112,139.3378094,3009.921171,2329.138195,3210.226142,910.5769441,3922.104448,2796.801023,3486.768948,9703.970824,3459.548821,124.8433131,6045.776618,9234.458253,336.6859293
Angola,AGO,2000,34639.13313,27525.78637,22112.80967,13814.59813,7575.417439,9057.014021,669.0277769,45157.36325,12132.92206,8548.145541,1635.485817,3665.9326,176.5691972,3124.374854,2450.060814,5679.769803,991.7021943,4214.842303,2943.542009,4302.157426,10457.77939,3506.42764,139.5687768,4977.044303,8293.058976,368.2653249
Angola,AGO,2005,24967.82949,19577.19077,17013.69741,13316.30089,7928.398403,6667.150248,456.2670788,33713.81317,6447.946361,8883.328234,1700.144854,5796.870491,238.4992026,3193.492625,2576.961982,9030.634841,1120.087326,4846.724943,3146.127046,5586.844715,11638.73226,3786.305438,137.4171305,2118.881252,2745.595236,432.8353898
Angola,AGO,2006,24714.587,19389.20501,16849.93071,12873.84906,7836.090386,6788.365148,457.3111678,33433.78929,6134.416055,8854.14236,1685.676322,6218.320639,250.2465496,3156.847712,2571.058104,9570.609994,1142.753211,4985.442467,3194.445663,5873.478117,11837.86284,3871.395194,136.8148323,1852.397533,2163.069065,448.407802
Angola,AGO,2010,17002.29061,13745.99519,12487.051,11864.44738,7482.788765,4646.565077,321.1388743,26080.32177,4228.827708,8823.800227,1667.68339,7718.582026,276.7891013,2828.75729,2444.212315,10405.46303,1217.416816,5549.709024,3326.399529,6858.939147,12394.65114,4263.864549,130.4906699,950.3898993,592.9783529,502.3083784
Angola,AGO,2016,11439.70628,9121.285474,8504.57929,7902.147076,7033.168792,2753.481394,196.0332991,14603.82839,2057.362306,7098.348572,1301.792483,8662.752213,302.8838283,2754.870471,2523.402317,10200.46365,1390.971515,6409.152184,3811.290361,8599.462721,13768.13056,5209.534773,110.2938709,390.1309519,175.6172657,595.4513199
Antigua and Barbuda,ATG,1990,1.394997423,1.06928372,1.823259082,3.664542278,20.48676998,0.331360713,0.038412707,1.482408412,0.114866494,5.450022968,7.118719387,5.598563579,2.754487007,19.45705062,20.46006558,5.096969324,14.62854344,82.33174978,38.1169806,58.31854115,103.2929196,11.64944249,0.02636492,0.04401593,0.019593911,1.127555647
Antigua and Barbuda,ATG,1995,1.378444348,0.941949857,1.721868824,2.710602878,20.32061592,0.374434787,0.041596824,1.497236093,0.118454307,7.024714002,7.759407714,6.307331403,3.192928534,19.23171469,19.99277582,9.572274301,14.568584,86.78187312,38.50708527,63.3309567,102.4822231,11.1455559,0.027917846,0.04342107,0.017007747,1.221666241
Antigua and Barbuda,ATG,2000,1.119116346,0.63847503,1.560449766,1.965093314,18.53550692,0.396231488,0.037172683,1.523833354,0.113933459,7.266521109,7.373386016,8.233811378,3.667681955,17.92034009,17.83992943,18.31897434,13.36324525,91.1687699,34.88463818,62.99368157,97.04732088,11.0432809,0.028734337,0.04111758,0.013243046,1.421620495
Antigua and Barbuda,ATG,2005,0.84563403,0.436950966,1.491179806,1.649724911,17.86536457,0.353824794,0.026639333,1.349715018,0.110427259,5.752133294,7.397926823,10.62768721,4.082084396,16.91070548,17.33376305,11.69593706,13.59811773,96.16974206,34.58304238,65.90365641,97.65861659,9.982257149,0.030882916,0.036467244,0.00746493,1.634342445
Antigua and Barbuda,ATG,2006,0.824024757,0.421034866,1.470580256,1.574957049,17.49215746,0.341474181,0.025604005,1.281811604,0.104975719,5.235988943,7.509805785,10.98307801,4.149112609,16.5060297,17.21695332,13.17763948,13.56565255,96.22379289,34.63406258,67.04197105,97.96396078,10.12759006,0.030062342,0.034221784,0.006936866,1.647265695
Antigua and Barbuda,ATG,2010,0.766665492,0.385625976,1.385674029,1.254151112,15.71255934,0.325735891,0.02330867,1.158301412,0.095734349,4.026430152,7.008136739,13.02737084,4.503347488,15.18235514,16.46018285,10.94293013,13.0474386,92.8725156,33.75859347,71.62446508,97.00933416,10.03320047,0.029340524,0.029703331,0.005650163,1.674162434
Antigua and Barbuda,ATG,2016,0.734170202,0.363971628,1.369393584,0.949280526,18.68778041,0.284679863,0.019442113,1.011399031,0.080725483,3.269173416,7.283869117,15.81027222,5.557695945,16.43445278,17.73720566,10.87622379,13.81830633,98.66216524,36.27135561,84.468546,106.5293383,11.47646392,0.028744563,0.025813764,0.003942777,1.724082467
Argentina,ARG,1990,765.0657418,563.0818083,622.4453602,4424.141379,13808.39899,395.699002,31.77545445,2371.220491,169.8197463,5615.884556,4532.149422,18008.08851,1574.463036,12278.15824,11594.20253,2642.826034,7675.8432,25350.84817,28527.27708,31562.71031,65050.94741,39378.22427,29.26043802,33.50687421,4.776855691,1076.491928
Argentina,ARG,1995,515.0183096,348.3328534,483.3239291,3139.454281,13859.46608,280.8224433,20.50691458,1652.666804,129.4481982,4329.805611,4544.912368,15136.82252,1995.701942,10148.17999,10546.08868,3741.425954,7238.608576,27497.7318,26654.15814,32921.39119,64210.56878,39852.74292,24.05074381,24.6312548,2.773475278,1117.051493
Argentina,ARG,2000,368.4544511,222.3693372,452.087147,2587.762884,14552.6695,179.3321115,13.0157527,979.9346508,70.61139801,3840.80046,4943.47844,11579.44746,2395.346473,7766.351756,9951.297356,3983.546228,7150.887518,29826.31225,25831.84346,34858.21254,65004.01287,41872.70235,19.58005744,17.08186016,2.382628698,1335.670308
Argentina,ARG,2005,282.2750461,140.2167048,485.6888239,2207.522327,14846.87761,130.7402027,8.371380946,666.4737531,50.43880901,3105.198533,4898.197063,10027.63851,2653.095212,7283.042585,9974.72681,4112.382677,7224.98658,31056.94124,25858.23582,35997.15025,66376.81949,42349.97757,18.89625231,12.42494105,1.649812041,1498.032785
Argentina,ARG,2006,272.788693,129.3678262,490.2170026,2108.914214,14889.45004,126.2208672,7.879644572,617.781008,48.00453181,2965.433846,4891.773145,10024.96654,2750.760441,7062.379379,9939.941252,4205.573631,7232.395148,31108.88431,25965.95582,36253.1069,66660.74632,42397.41628,19.46054079,12.12009172,1.540523716,1527.643787
Argentina,ARG,2010,251.1620097,100.2138994,505.4254132,1706.632776,15271.51045,115.1499059,6.837401157,498.3249716,41.0462487,2677.802777,5013.536164,10472.63889,3103.191741,6340.433725,9946.103287,4329.023122,7533.514376,31747.71571,27055.6985,37966.49306,69167.43569,43059.25383,20.19194595,11.80852498,1.292875977,1596.745083
Argentina,ARG,2016,223.9963146,74.12010006,483.4434909,1202.219089,15610.53595,88.15712193,5.446620432,360.8860294,29.04947449,2253.406173,4972.176408,12429.14479,3715.21075,5814.261554,9653.596819,4369.324873,7831.001825,33192.7363,27639.13457,41421.86364,72068.90854,43690.94402,22.36055079,9.355482718,0.882902957,1708.74856
Armenia,ARM,1990,206.0520201,191.2361019,95.63743326,2354.711265,1840.589517,233.3041115,23.97908227,640.2520255,129.2177295,713.410793,969.1001621,610.8158511,137.3730422,1664.617387,890.8392455,157.6420271,971.3954372,1904.251023,3447.298487,2329.595182,7563.618518,4009.965014,19.94611399,22.99523236,0.690657257,73.38014596
Armenia,ARM,1995,137.4133002,123.7184656,62.7714912,2225.757994,1901.279441,126.5005471,13.34439074,387.5229423,74.20130572,396.6803883,983.5070278,647.0599579,177.4382221,2121.267766,1137.996698,164.6802844,1167.275145,2676.043765,4057.62396,2892.538617,9066.220809,4859.375227,17.56543267,17.81348876,0.447465556,62.72552004
Armenia,ARM,2000,50.55037641,44.71449695,28.11826591,1366.411756,1851.32158,48.08729343,4.172695191,174.8402971,29.01668171,226.0125557,985.7679376,566.7832282,178.4268929,2149.328599,1014.746857,166.804837,1167.552447,3031.415848,3814.617695,2980.420399,8906.641631,4561.778727,12.79705585,5.871530557,0.115403257,54.8695746
Armenia,ARM,2005,18.38558049,16.13911838,18.22685394,1268.821262,2040.649111,28.42745052,1.714778148,116.9891321,20.44093565,190.4440573,941.1265226,680.7813225,238.5868772,2095.823473,570.2243018,176.4498786,1229.551756,3508.897796,4004.747922,3422.234435,9296.601801,4932.97245,3.470142253,2.260788024,0.025127583,57.99483121
Armenia,ARM,2006,14.44270774,12.7138547,17.03397552,1238.781968,2106.743339,24.74917245,1.360444923,102.9054599,18.45010643,181.1977108,953.8015285,738.3181763,260.809768,2086.414863,490.5707737,185.0146392,1249.53992,3572.962511,4100.810177,3549.47551,9434.058966,5098.571461,2.336142788,1.926317535,0.019047644,60.21064984
Armenia,ARM,2010,8.034371931,7.212127393,14.93652874,866.8815978,2154.495801,20.82182111,0.735260079,86.54657787,17.03936343,135.7573341,915.2792211,856.6588285,286.9592837,1756.369285,218.0256314,185.8918044,1245.582771,3599.108449,4142.691631,3690.576765,9160.503628,4904.823852,1.399980195,1.349502088,0.008657084,62.70378628
Armenia,ARM,2016,5.330490178,4.898392808,12.12718137,649.8477816,2074.664491,16.40638095,0.487640524,64.25596968,11.07191055,93.23214901,878.3811681,1043.198941,310.6070056,1546.901187,234.558332,169.8981413,1244.302636,3452.577697,4268.678805,3725.332817,8869.581725,4346.194407,1.299213674,0.922428243,0.005915341,65.18098413
Australasia,,1990,9.396614734,6.416676681,38.79080466,295.9649241,4632.324147,12.35876571,0.382635935,36.53103091,3.69631246,615.8235479,1510.337313,9920.009893,1099.85799,6483.345564,6582.48426,948.6731128,6536.53747,12333.38669,22705.58783,15296.9044,37616.93918,25542.3795,2.086870464,1.145011134,0.009503027,1004.152349
Australasia,,1995,12.9188929,7.679555734,41.8134679,122.0875512,4506.909871,9.029543922,0.418410089,27.13879029,2.485420904,446.6002318,1448.092329,7729.43048,1474.554686,6457.204842,6103.692372,1036.214602,6480.273809,13454.76946,20857.77807,16390.07791,36497.22254,24689.71716,2.2864461,1.000953758,0.006871998,1072.521162
Australasia,,2000,13.81656528,6.777051987,43.91968697,108.1658453,4195.829714,8.328649965,0.531653521,19.3816939,1.716657001,339.2684124,1401.892824,6634.998612,1772.672947,6281.099427,5699.391291,635.2671602,6085.345482,13912.46796,18567.66209,16872.85024,33264.37251,23226.77789,2.412587438,0.820119042,0.006444015,1293.907622
Australasia,,2005,22.99457418,8.335526434,48.95820623,111.0895529,3753.947961,9.787020092,0.874347226,18.8678497,1.671851387,336.3628622,1321.046729,7046.39715,1683.93833,5929.118405,5223.56145,572.6943443,5734.143074,14502.69299,16828.37639,17764.11498,30285.362,22278.58628,2.315816192,0.744231807,0.01108509,1666.161824
Australasia,,2006,26.98061937,9.394304615,51.62447672,109.0634825,3633.76592,10.29286682,0.985741426,19.12603797,1.69323312,349.943745,1314.190791,7195.668564,1716.292709,5945.70506,5203.108388,598.8614806,5747.215481,14855.94346,16721.22972,18186.272,30272.54914,22497.84754,2.540900445,0.739181961,0.011997546,1764.572588
Australasia,,2010,42.01216629,11.97724717,59.92535237,89.46464793,3135.651212,10.09498373,1.110337959,17.76663803,1.584892392,334.1040438,1246.13694,8145.289175,2006.943309,5908.09576,4987.228804,578.6558985,5674.080656,15573.77797,15945.67199,19276.24867,29573.94139,23405.39353,2.993388346,0.703688332,0.013003358,2151.160851
Australasia,,2016,57.96978048,12.8735652,74.43934637,75.8889949,3622.64442,7.783231317,0.882879299,13.43844645,1.151441111,285.4042454,1375.095791,9386.449175,2425.090662,6489.197536,5452.306684,591.4475929,6295.823081,17650.78505,17386.83584,21976.75965,33049.3426,25723.62525,3.533241011,0.575192749,0.010717525,2616.752678
Australia,AUS,1990,6.809769578,4.581519392,25.86122524,241.0205074,3848.018449,8.020391098,0.275096296,23.72819404,2.34426146,517.5406728,1260.327108,8484.114843,1012.453358,5444.401485,5567.811785,780.0269067,5445.660614,10386.84793,18972.24133,12528.44658,30924.45773,20673.31002,1.818216847,0.856041627,0.007676543,805.4974699
Australia,AUS,1995,11.05760251,6.523692721,31.19370489,97.62299225,3746.047049,6.343590448,0.352900859,18.96891207,1.697111212,368.7893263,1214.673502,6584.469847,1362.968128,5433.808019,5134.949053,876.2585046,5388.221197,11343.77878,17367.13661,13524.02082,29988.08271,20013.04918,2.006543902,0.838273509,0.00593088,863.1924131
Australia,AUS,2000,11.62010961,5.617966604,37.07680775,85.92452971,3514.780078,6.837655001,0.458701847,15.78971828,1.375539352,258.3657834,1185.388749,5748.066936,1647.332942,5272.216812,4725.824842,530.5258828,5055.340653,11672.5112,15629.95205,13910.09391,27428.97193,18892.43854,2.157232946,0.729007493,0.005414856,1060.743523
Australia,AUS,2005,19.11344837,6.750321317,41.97818336,86.7169843,3135.235797,8.209049254,0.769364957,15.77887528,1.378842186,262.7777214,1110.854927,6114.509962,1532.585205,4945.054049,4262.442532,483.2156218,4731.161568,12281.31736,14142.04179,14640.63441,24813.3654,18133.1031,2.044935931,0.667081135,0.009748083,1377.798371
