Entity,Code,Year,Unsafe water source (deaths),Poor sanitation (deaths),No access to handwashing facility (deaths),Household air pollution (deaths),Outdoor air pollution (deaths),Non-exclusive breastfeeding (deaths),Discontinued breastfeeding (deaths),Child wasting (deaths),Child stunting (deaths),Low birth weight (deaths),Secondhand smoke (deaths),Alcohol use (deaths),Drug use (deaths),Diet low in fruits (deaths),Diet low in vegetables (deaths),Unsafe sex (deaths),Low physical activity (deaths),High blood sugar (deaths),High cholesterol (deaths),High body-mass index (obesity) (deaths),High blood pressure (deaths),Smoking (deaths),Iron deficiency (deaths),Zinc deficiency (deaths),Vitamin-A deficiency (deaths),Low bone mineral density (deaths)
Comoros,COM,1990,234.1440033,213.3390604,213.0583113,449.2631533,168.4942969,71.72701876,2.742007211,497.8626989,147.5853296,212.9020962,62.93114796,11.93277797,1.270182548,110.5838382,81.12313968,39.86483426,22.47777376,147.4585072,100.6185507,63.8079237,383.7093213,138.3203857,3.941949035,9.441063093,85.15434111,16.991995
Comoros,COM,1995,253.365935,232.3477855,222.3021044,446.5339821,172.3899899,64.26026762,2.748408481,447.8255657,124.0962537,215.6610716,62.61063997,14.14866358,1.662509956,118.889652,88.50392229,45.29633179,25.32522779,168.4049028,114.9669076,76.71095829,416.6495832,152.6258666,4.150742626,8.890023193,69.43153077,19.81875269
Comoros,COM,2000,488.7283384,446.3208509,361.6152855,421.9328109,169.9309789,125.7256895,9.221647158,593.1914174,159.1777176,232.3391152,58.06107644,14.82665619,2.087932007,114.3653897,88.22229343,51.61271779,26.05265312,180.1333951,120.195083,76.74744361,406.4361655,152.0465674,4.055945333,17.50459796,71.09734703,20.2314604
Comoros,COM,2005,385.9951941,348.7189394,300.2784447,366.5540106,160.5232157,82.36438843,5.598277288,462.8170892,98.31576031,236.5718283,49.68228552,16.46986699,2.933197114,105.3141497,82.26086444,60.14628208,25.43375566,174.8972062,115.5342345,74.86534601,379.792344,147.2491175,3.443280711,12.94494221,44.17229887,22.90206937
Comoros,COM,2006,376.9343147,340.2981202,296.3183694,369.0542445,159.6962393,77.38284863,5.225352021,442.9981134,83.06086362,233.7868225,49.24741879,17.29667344,3.198820123,106.4192967,83.25357269,62.7688689,25.7746924,178.8034967,117.5695527,77.06176127,384.1279832,150.4199859,3.270865203,13.20358171,30.32751593,23.95979381
Comoros,COM,2010,321.8593425,291.275766,257.8665414,366.4754172,147.027299,54.65955968,3.147548408,351.8947441,50.96247013,215.0343447,45.32570221,19.63939652,4.417706695,112.9755014,88.49764127,72.29741885,27.82142962,195.8256173,128.0434911,88.52078648,410.0981472,152.0693094,3.028954145,9.927196392,12.09668671,24.35532967
Comoros,COM,2016,287.4887899,259.1487701,221.211682,337.7471026,160.3926125,33.14335358,1.701458294,219.0015496,31.47451339,162.1182361,40.24413016,26.34369662,6.804364063,133.3286885,104.0573223,79.60422306,32.55497139,233.9985307,154.5474404,114.3325179,481.9198771,154.0631458,2.708855412,5.496536216,13.67438429,28.47658067
Congo,COG,1990,1391.053059,1186.085004,1120.231221,2735.227867,1718.517915,230.0390096,12.36449636,1925.520931,354.9553228,998.7562879,257.8685393,2347.863428,56.74326211,854.9505305,733.4365969,2021.636278,352.0778255,1922.26351,1025.168586,1046.549578,3264.066382,1165.180184,21.45611112,57.58536169,441.550579,112.0069419
Congo,COG,1995,1438.056608,1222.591085,1180.739999,3036.731788,1955.095972,231.5633308,10.80677108,2149.337699,428.4362861,1168.729778,297.6388824,2147.532914,96.2468052,942.8562218,812.4975897,4127.321373,406.2527386,2198.511225,1203.923007,1260.430564,3728.506952,1286.073377,27.94731919,55.45241605,347.9670408,126.6358812
Congo,COG,2000,1709.615582,1474.630474,1372.752088,3102.751313,2152.252553,268.4398948,13.5223095,2452.532615,532.0336825,1401.188508,306.3345825,1986.333242,119.175025,914.7102166,804.6667774,5510.042717,419.5269139,2160.11897,1221.160533,1501.585247,3820.878579,1202.415132,37.73390977,59.01386323,254.4353342,133.1744391
Congo,COG,2005,2072.092663,1812.348685,1564.190548,2728.751255,1935.960213,307.6962311,21.23868462,2136.334559,309.518803,1394.271905,296.1591202,1641.078908,116.0031356,837.9393317,732.2045197,5552.821425,397.676992,1984.596671,1107.080227,1616.632152,3562.561538,999.673557,38.1760098,58.76973271,64.02235428,135.6234099
Congo,COG,2006,2148.01686,1881.624545,1608.947929,2688.29433,1912.183067,322.0510606,23.17132028,2181.335981,296.2712486,1388.220998,292.6954964,1617.627412,112.955698,835.9975377,730.4177231,5363.938303,398.3317998,1989.070305,1105.512578,1641.724435,3570.509252,1000.443262,38.90131459,59.44023351,60.28973252,137.2879909
Congo,COG,2010,2259.547917,1983.234621,1663.292657,2531.775773,1819.469086,327.7972605,25.92183139,2162.543796,279.1350473,1385.612628,261.9226736,1705.122324,100.528285,856.5894726,747.9480783,4495.520864,416.4951518,2055.643197,1139.800886,1761.405032,3721.23852,1046.419711,41.31497584,51.49604395,90.42276376,152.5003537
Congo,COG,2016,1999.260177,1714.527585,1468.699214,2120.792835,1938.329462,236.1610541,19.14350465,1527.682169,159.500179,1226.580674,242.2650353,1970.897225,103.7310843,896.2183125,798.0558855,4289.346858,461.7338901,2247.794757,1251.874745,2044.036751,4067.30328,1246.491785,37.61922987,32.22551153,41.65758411,176.0178592
Costa Rica,CRI,1990,87.05425431,51.81039494,55.20282263,453.218428,573.5977674,41.07321955,3.976155453,161.6820922,15.68434491,404.0055502,179.2831552,764.7791851,62.68656895,285.1721888,521.4914169,182.1871457,256.0575405,974.412619,1090.139642,1005.221891,2187.573637,742.065374,1.31398158,3.009653688,3.652116976,94.52317853
Costa Rica,CRI,1995,71.33652805,33.19638865,48.93782467,356.0924038,649.1782944,27.79470817,2.780788257,105.7723528,10.11025351,339.1805693,188.4854708,955.2581834,96.17462768,274.536235,573.3212601,311.1986931,294.5442068,1189.938645,1265.395191,1295.750017,2631.25144,860.1315937,1.213738345,2.27313219,1.454718373,116.1464919
Costa Rica,CRI,2000,51.8995969,19.81763728,39.38979483,262.6376571,715.7110597,19.20702394,1.849658631,69.29646986,6.399034258,288.6818184,188.5020155,1015.518521,127.4601609,267.5375624,561.4013863,299.4669092,298.5753441,1393.304951,1288.656046,1522.042531,2894.185399,1023.400094,1.270872511,1.693622561,0.6398613,137.4921114
Costa Rica,CRI,2005,37.77701429,12.09427258,30.97275662,196.8383898,691.4572555,11.96623261,1.056638978,44.17474295,3.897141091,244.6310362,163.8146521,1045.395904,164.3928696,294.2598513,552.7716365,286.966934,306.3084729,1540.063606,1313.183993,1753.474598,3088.257541,977.5906624,1.18663017,1.149122827,0.279977598,157.7138873
Costa Rica,CRI,2006,34.0166763,10.56782275,29.05644167,186.0278447,665.1593462,10.63595471,0.908732677,39.7165319,3.4485807,238.7983468,159.5123134,1062.129077,175.590444,293.5724312,551.2056678,294.2809563,306.3926427,1547.699474,1317.563809,1787.709071,3126.815084,935.0486235,1.140751095,1.005412398,0.236576813,161.3084333
Costa Rica,CRI,2010,30.92401539,8.510010276,27.73672985,151.0701999,610.8071967,8.151813193,0.703049351,29.56506016,2.460091059,212.5315677,156.3103133,1148.924694,213.3444403,309.7615613,575.560557,290.5136243,325.650398,1684.338526,1404.271369,2014.671457,3387.47042,898.7433925,0.989603141,0.744673114,0.159081731,176.8643771
Costa Rica,CRI,2016,32.93770517,8.474918897,31.49003862,135.5937381,841.7606557,5.882321929,0.53195084,21.08411659,1.744606038,153.9459913,195.64611,1368.451958,287.5206426,354.1590301,686.034802,312.5107777,406.4401732,2038.906007,1715.112051,2569.116357,4127.565178,1014.626807,0.998147126,0.56978875,0.096293576,217.6688021
Cote d'Ivoire,CIV,1990,8860.017353,7461.255609,7198.207018,12440.52814,6250.396961,2978.157228,126.7515326,15652.84178,2851.738407,7236.830181,1915.999068,4522.080351,279.9892307,2037.850326,2252.198202,7230.483682,969.6406561,3738.299425,2762.603937,1840.798407,10382.97375,3446.207508,191.4209687,378.4075995,1542.698852,439.5562062
Cote d'Ivoire,CIV,1995,9194.87317,7954.147369,7679.133491,14371.47653,7603.087037,3181.559441,134.8607295,15867.94454,3203.520948,7945.19034,2298.570094,7338.450618,674.4667898,2611.369478,2992.588307,18595.76151,1324.693878,5387.718969,4039.147359,3012.326987,13858.19151,4755.302848,234.2076328,431.9421597,943.7498605,582.2856264
Cote d'Ivoire,CIV,2000,9214.632944,8074.740132,7821.188285,14991.98509,8287.100989,3316.330658,142.0043891,15366.69621,3082.148125,8992.609229,2479.876591,8426.272384,1067.7494,3107.072717,3516.765549,28863.80252,1559.123297,6813.815406,4665.468385,5294.101753,15960.52447,5154.260879,264.8935869,420.3346947,853.2986465,658.8052798
Cote d'Ivoire,CIV,2005,9955.033045,8562.865974,8191.15268,15083.23292,7694.85266,3269.308047,158.1627297,14396.06617,2953.064304,9307.277281,2722.732204,8341.486078,1207.812076,3580.980553,3846.864633,31274.21706,1667.089653,7768.810761,4735.120356,6550.62411,16975.9721,5146.895158,268.4137751,378.3120728,987.2413758,661.5929092
Cote d'Ivoire,CIV,2006,10360.87369,8888.808649,8468.969716,15388.04247,7836.818718,3331.439821,169.1584416,13953.36964,2458.736807,9360.48465,2767.425117,8345.383765,1177.642154,3700.507639,3936.360357,30181.94625,1700.060953,7995.303655,4777.979825,6749.744052,17333.93455,5227.593289,271.8568979,385.9809698,661.0131469,672.4990768
Cote d'Ivoire,CIV,2010,10163.91825,8607.251372,8325.097822,15385.02061,8045.726983,3115.151207,170.9754201,13091.49321,2069.647983,9592.361951,2370.327433,8070.829414,1054.596166,4000.538836,4106.522256,25945.03494,1791.486517,8505.762834,4788.009139,7164.722039,18062.22517,5531.069886,269.3487186,316.9912272,624.1921829,709.1144724
Cote d'Ivoire,CIV,2016,10245.37268,8421.021417,8537.221745,15815.98723,12339.36176,3092.922074,206.3084432,14149.8134,2086.9472,9762.798008,2631.367018,8017.761825,847.1285636,4319.352942,4530.852894,18063.90854,2044.59003,9929.11273,5267.033069,8528.515438,20494.23882,6605.713704,290.5559508,326.0306002,496.2791982,848.9605919
Croatia,HRV,1990,12.05700868,4.079174551,12.02808012,1813.790212,3967.249915,8.61465617,0.63706159,22.08834247,2.197253202,166.0749049,1370.283367,7392.695179,273.8775567,3460.025648,2887.81169,292.5536711,2113.040612,4751.743712,8015.265152,6146.293911,17915.3119,11027.57386,0.532599977,0.605904581,0.052623398,411.9471749
Croatia,HRV,1995,7.630232056,2.559671477,12.89058277,1609.192366,3678.890014,5.77967194,0.287725435,15.69776442,1.776566635,129.5583514,1403.604308,7372.591179,315.9495022,3579.407289,2905.735287,258.6334902,2135.344859,4999.926342,7830.110047,6339.050038,17360.72678,10516.04846,0.666376785,0.497716049,0.029113084,404.2287302
Croatia,HRV,2000,5.94849142,1.783122713,12.36602055,1309.620401,3429.600147,3.417289454,0.161930633,9.360291962,1.051949863,85.06358829,1318.138836,7486.040911,355.9827913,3429.358103,2707.00793,213.8703795,2089.213318,4933.246926,7171.99211,6605.714126,16390.4963,9831.339667,0.591371932,0.305674476,0.01291589,471.2508133
Croatia,HRV,2005,6.607715301,1.878527328,10.3162073,1062.348011,3305.833711,2.350768572,0.129166326,5.843398342,0.588004491,57.17756611,1361.459234,6860.851947,388.0609006,3239.69093,2772.5086,193.4619009,2143.02801,5144.063221,7000.439616,6763.084827,15884.58209,9129.444344,0.529967747,0.16420617,0.008072967,551.783792
Croatia,HRV,2006,6.769396945,1.92609411,9.677649832,1020.005967,3299.570998,2.14118014,0.126967797,5.285881072,0.524277475,53.18206913,1350.087996,6685.695552,393.3225337,3206.058644,2780.890402,194.0972524,2161.767745,5201.038924,7045.201177,6811.36108,15932.41384,9056.70902,0.537566076,0.145417874,0.007482092,573.6738038
Croatia,HRV,2010,7.747014234,2.251480422,7.185150711,850.6532445,3217.424189,1.529691765,0.125873194,3.597445988,0.336842673,39.19808072,1300.208835,5893.547324,394.2745769,2822.981328,2610.07725,205.5476074,2231.297094,5283.333571,7215.056809,6891.579838,15894.30813,8812.062404,0.597977406,0.08818073,0.005871121,674.2186431
Croatia,HRV,2016,8.843198407,2.611628023,6.655744473,679.2906151,3388.031818,1.052224703,0.097467314,2.423620601,0.220088786,27.52926253,1280.782675,5452.755792,388.75657,2630.424245,2481.127048,197.3429426,2379.563434,5389.291108,7760.486941,6861.356577,16398.8395,8514.512243,0.567528056,0.061366211,0.004590924,770.2919032
Cuba,CUB,1990,325.0528296,201.8168665,263.8308651,827.9314671,5163.092805,71.43572802,7.562528867,147.6279588,10.33956255,403.7867882,1757.498946,2726.676975,411.7927801,3541.086658,4282.319836,625.3654528,3386.771742,8487.279902,9781.696742,6667.713326,15444.4309,13685.63244,4.991248688,3.305914928,3.500358299,762.0810646
Cuba,CUB,1995,396.7274564,239.0843152,299.3236734,1038.89333,5432.439021,40.77200677,3.858669839,106.5181353,6.526351423,225.8540117,1947.454379,2738.242134,492.2773694,3565.419934,4409.115577,740.8919484,3552.707144,8754.020067,10037.19656,6939.784036,16480.50421,14386.48927,4.481430262,2.709920041,1.39352794,996.6186854
Cuba,CUB,2000,223.8472642,135.1540599,281.9126184,849.3368692,5372.390868,22.06212087,1.843427403,70.67237839,4.938153143,171.2576547,1888.257177,2781.67944,522.0866671,2641.490608,3388.732418,757.9080896,3214.949624,7721.755541,8557.790832,6677.106276,15839.60436,14984.88643,3.634177963,1.426877292,0.217441212,1155.166446
Cuba,CUB,2005,164.3095571,94.53545348,265.364153,626.8567323,5308.824247,13.47587749,1.16956585,43.48614982,3.249382038,103.0695075,1794.299094,3257.324241,613.2649477,2124.022387,2590.487762,784.8841767,3204.215894,7920.812629,7971.606682,7374.73524,16144.60457,16113.18818,3.238583212,1.456719728,0.063779933,1216.347186
Cuba,CUB,2006,152.9093068,87.13934819,257.5314701,587.0571522,5142.746659,12.34175187,1.030526784,39.64197273,3.157592998,93.52655042,1772.913476,3367.381816,625.5169947,2035.064378,2478.325671,789.7503487,3199.163235,8065.598964,7915.881031,7531.240683,16233.42911,16285.28702,3.188528637,1.348796896,0.05867516,1233.178791
Cuba,CUB,2010,146.8969301,85.82268779,251.8572692,468.6891476,4657.68232,12.34898573,1.004415983,38.67185849,3.821508354,94.67318812,1691.810216,3908.631125,715.961149,1828.145866,2244.422899,858.4889784,3293.128659,8747.618749,7935.879419,8245.2221,16963.5716,16815.94873,3.336602789,1.104549249,0.064595698,1363.352864
Cuba,CUB,2016,147.9646901,79.18718104,256.0094033,370.2131902,5344.015279,9.189246083,0.769232375,29.82574267,3.417226787,64.59712171,1757.23074,4821.083037,883.6762772,1844.661074,2376.588829,962.1472378,3621.653495,9901.288085,8815.759037,9437.033523,18844.55961,18044.2094,2.458899917,0.924530799,0.053944958,1557.198758
Cyprus,CYP,1990,2.761916775,2.393220017,1.818535815,32.19458909,324.4330944,1.244679154,0.136647028,2.429094852,0.149777452,36.78033331,107.5286864,201.0397805,17.33488307,179.0928654,195.7096964,15.43872059,265.314802,1350.483974,759.8565955,626.10781,1594.372074,661.4168069,0.222852035,0.049941407,0.003774482,58.72022219
Cyprus,CYP,1995,2.339463775,1.756966999,1.824861386,19.31674326,325.349971,0.914007743,0.113091943,1.626188829,0.076326831,24.71935355,116.8316004,253.7584173,20.6872482,215.5941717,190.4437,16.61768171,274.1845799,1394.219119,789.3345463,716.161249,1642.43237,701.153015,0.234106936,0.036031759,0.004020993,63.29787738
Cyprus,CYP,2000,1.866237822,1.17888723,1.692882397,12.73854521,309.7776264,0.554803207,0.079716672,0.914160473,0.039662665,14.41764053,112.7666612,243.2419696,23.38732585,250.4880707,191.3857293,16.70179856,259.7421464,1347.828769,744.0228509,744.5754809,1551.501283,692.3249167,0.230148268,0.032260684,0.002388347,62.55589455
Cyprus,CYP,2005,1.620534003,0.933054836,1.608683075,9.362473059,288.4356589,0.439731857,0.070289659,0.62069742,0.02662345,11.10635409,106.3252326,226.0990561,26.69193428,266.5802212,195.3435208,19.13314341,243.30682,1272.347453,684.706271,751.2689051,1447.218393,766.5992769,0.247015569,0.024152812,0.002789551,64.26776367
Cyprus,CYP,2006,1.614159163,0.91175133,1.59699977,8.600041035,281.8266912,0.431956463,0.071064415,0.586107265,0.024591124,10.28806093,103.72242,210.891241,27.16880576,259.5367821,190.6324664,19.35074428,235.8590509,1234.039305,661.9387576,733.0391095,1406.325084,750.1592903,0.250247548,0.021554104,0.002929205,60.97282816
Cyprus,CYP,2010,1.745055166,0.893180742,1.64098423,6.754134259,286.8428634,0.439419515,0.078452897,0.556409423,0.021975521,8.642414288,101.6658542,223.977705,32.01144786,245.7060011,184.5126707,20.55412176,230.9415331,1220.579346,638.0548347,754.5289066,1388.516501,820.3184203,0.262493093,0.019018715,0.003972513,63.71020865
Cyprus,CYP,2016,2.121568592,0.998433132,1.935002226,5.491282746,333.2825479,0.400893738,0.078363141,0.489122134,0.018259243,6.215022353,108.392062,229.4347351,39.85444676,255.2939149,201.5901176,21.57687757,253.7847813,1274.776954,689.4509757,837.262647,1550.335409,835.6134542,0.272831214,0.016512486,0.004379245,75.79371899
Czech Republic,CZE,1990,11.40655945,1.763311756,23.35759408,896.8058307,12505.50616,12.18926199,0.339375192,40.57180947,2.207558382,439.1319998,2687.876387,12130.98412,525.6578523,9693.410952,8574.14648,701.4897735,6500.646325,14518.52106,26474.6654,16315.56286,44817.76243,23843.27715,1.277576606,0.602941052,0.032868797,1937.167331
Czech Republic,CZE,1995,6.932859195,1.046826039,21.39845655,663.4862441,9719.286295,6.306692053,0.138996219,21.80432584,1.234616327,225.2992903,2270.216904,11339.38006,626.3309247,8504.8141,7730.974218,647.6540454,5939.877319,12651.69628,23438.12623,14573.95877,39380.23575,21026.45355,1.006592767,0.463239969,0.018278683,1724.904334
Czech Republic,CZE,2000,5.624359171,0.970607695,20.23839734,500.6420577,7782.940662,3.50495298,0.061045675,10.96388094,0.594262919,83.77815279,1987.319271,11136.22511,725.1450427,7370.205947,6535.654468,596.8460055,5319.507779,11488.92284,19817.62284,13728.51113,34518.66238,19413.24947,0.958167522,0.260014311,0.006405084,1365.962582
Czech Republic,CZE,2005,11.11680606,2.273463535,21.78080669,412.9318968,7061.926024,3.632969377,0.100220036,10.29058911,0.522907647,64.35462688,1967.839909,10838.14236,785.3231313,6458.339301,5881.304965,565.3307152,5030.347205,11599.69835,18017.69851,13480.18874,31844.16595,18222.71068,1.226964553,0.236053389,0.007557329,1171.956556
Czech Republic,CZE,2006,14.24425405,3.007929753,22.19838388,392.2685727,6966.511101,3.979020128,0.124483267,11.07634915,0.556834065,64.51839355,1953.717901,10596.19999,785.9183613,6252.815713,5751.37635,556.1164866,4938.607415,11571.1994,17672.44889,13458.12423,31141.22628,17850.57538,1.370133728,0.242963,0.008893832,1121.598481
Czech Republic,CZE,2010,43.76256974,10.26610283,25.51277364,338.984062,6977.798985,4.069995051,0.260369162,11.11099485,0.526563379,58.92091219,2010.982605,9691.483148,816.0341303,5938.648307,5583.58004,542.4505114,4941.971757,11985.52458,17439.64804,13847.11717,30369.81318,17636.59703,2.093330534,0.267311226,0.017258167,1077.677752
Czech Republic,CZE,2016,70.11598292,17.84801627,27.54765166,261.6754361,6542.904078,3.084772634,0.250977926,8.060392999,0.362804753,46.16896117,2007.526538,8232.157183,830.8507714,5575.643912,5279.019588,493.4903542,4896.237235,12535.17511,16876.34314,13997.64537,29757.73713,15938.31748,2.298901901,0.200184772,0.014396325,1087.182326
Democratic Republic of Congo,COD,1990,23668.0031,20275.60016,20031.35678,35509.76047,19684.86834,7464.697567,306.9989522,54356.06226,14146.04224,22021.6508,3665.724075,11843.15303,566.6840918,7328.722134,5699.804233,16934.59599,2413.496363,14492.46842,6739.193576,9128.996195,23818.45124,8520.087279,375.6162394,2629.597757,7782.394734,827.9119774
Democratic Republic of Congo,COD,1995,28081.74838,24270.13662,23541.7293,41036.04855,22855.73925,8422.445629,317.7899191,64551.90166,14918.74072,25177.37929,4144.122632,12912.79309,804.5628694,8983.152172,6874.503217,27836.5074,2901.520141,17202.94198,8108.699997,10513.1249,28351.20786,10111.37174,417.0461716,3258.00819,8761.58232,983.0064215
Democratic Republic of Congo,COD,2000,32504.34805,28426.84488,26756.74782,44628.61415,25250.00043,8684.832851,329.5589584,68007.01692,13164.13793,27936.38714,4587.691598,16517.38236,946.0509721,10292.2026,7732.334854,36261.30403,3213.39662,20055.28539,8621.090847,10122.76469,31381.57322,11692.25088,456.816694,3907.823533,6994.04308,1062.095106
Democratic Republic of Congo,COD,2005,35878.77755,30972.12016,28702.25374,45864.58078,25174.28082,7855.670322,339.0064709,60278.62634,10232.03803,29766.01353,4533.937145,19042.51702,1008.608343,11642.84957,8681.214009,40394.6509,3610.270303,22255.83489,9047.104122,9555.875748,34995.84078,12547.99069,616.3954306,3762.646747,4266.627363,1215.305801
Democratic Republic of Congo,COD,2006,36094.60073,31103.79048,28932.53251,46702.82015,25406.79536,7687.312693,334.3803382,59064.28776,9712.109634,30243.34163,4499.82238,19566.57345,1009.588402,12029.09335,8968.512824,40101.88384,3725.24522,23022.00177,9277.170997,9643.46867,36113.52175,12867.30909,668.9012967,3709.789174,3705.48241,1252.625277
Democratic Republic of Congo,COD,2010,34739.83178,29945.6176,28510.16606,50536.36874,26471.8211,6631.000863,288.3120297,55508.97101,9114.223812,31905.79094,4464.630076,23313.21083,1005.693189,13741.80918,10257.13044,37361.06068,4281.686902,26538.37936,10502.13512,10726.48536,41208.95073,15146.7787,844.2489553,3311.893017,3572.655414,1427.689439
Democratic Republic of Congo,COD,2016,33123.72357,28001.95931,27652.81477,52788.45184,32663.82018,6068.2766,304.1590991,51253.25935,7318.178065,31974.22776,3984.715637,28118.21033,920.1786909,15246.27339,11543.63412,25244.22634,5056.897343,30485.99039,12474.00766,14502.10202,47611.10009,18509.1023,838.9857267,2210.896689,2238.709895,1762.400078
Denmark,DNK,1990,5.47333423,4.286816387,13.05162263,72.39325369,3199.37152,2.001515149,0.134377688,5.136107384,0.254385173,122.2011953,534.0010527,5110.060949,487.2264691,2982.367543,2938.918043,432.0437945,2605.554294,5046.328829,9981.585255,4680.636911,16514.67647,14593.81359,1.700206401,0.176971507,0.026671822,923.1885859
Denmark,DNK,1995,6.058632187,4.441648446,14.87824801,54.24249882,2982.251581,1.495300306,0.103009615,3.849169604,0.158377334,103.422945,507.5943695,5378.055473,563.5802126,2569.115612,2645.717691,541.5434834,2509.681916,5178.657525,9281.208046,4726.299594,15714.55403,14939.43854,1.273129438,0.207597013,0.017837013,965.7186149
Denmark,DNK,2000,6.587923398,3.961991362,15.03770614,41.88616138,2461.441684,1.136191933,0.087166047,2.725725254,0.105790933,96.05643494,396.3087368,5856.720919,549.3688731,1752.01936,1931.876625,273.5566181,2049.702695,5029.649133,6883.897682,4518.895291,12819.452,13989.71184,0.943099928,0.200475975,0.010657578,808.2159869
Denmark,DNK,2005,12.48737067,6.038638543,20.62544488,35.86483425,2107.922937,1.297766145,0.123191799,2.604815015,0.105199163,96.02498357,318.1305397,6063.334361,567.9411454,1265.270308,1459.415904,248.3125514,1714.664044,4912.402654,5284.78873,4359.584506,10875.3142,13235.10376,0.843620006,0.221305165,0.015008105,632.5968325
Denmark,DNK,2006,13.97141113,6.551287601,21.83363196,34.35412816,2061.233503,1.288961469,0.126721185,2.500939123,0.100741494,91.42359567,306.0131124,5987.94127,575.7286976,1186.203391,1379.390913,232.6353173,1645.141279,4857.389474,5034.942631,4318.664473,10514.94453,13024.59104,1.09319385,0.210769128,0.014579539,623.798805
Denmark,DNK,2010,17.95298674,7.396567574,24.74200959,28.58632229,1901.595905,1.282314968,0.145092084,2.279933627,0.089744247,80.22675444,274.9509272,5436.268927,598.5413206,993.9854942,1141.310387,221.3119789,1421.192985,4651.830869,4205.865223,4116.475151,9269.28571,12198.98977,1.747859523,0.192516547,0.013234417,579.1608407
Denmark,DNK,2016,18.70284077,6.905591993,24.95831055,22.75760911,1806.358726,1.265078433,0.145805794,2.065017733,0.080060314,78.56821282,275.8590445,4842.604295,584.0229538,959.1077601,1055.68646,199.4909929,1341.091683,4558.817916,3926.67627,4001.534926,8790.166217,11167.0953,1.074981076,0.163068584,0.011216907,597.1408212
Djibouti,DJI,1990,306.4629881,260.0494789,302.535206,455.271177,339.1502832,104.6266412,5.18902641,1168.418912,195.744295,304.0437889,146.8169421,26.41393608,2.294200176,116.1805406,66.00663023,49.68999567,21.93092575,105.9278626,75.63286634,60.98386265,317.9902351,189.9216873,6.867673723,30.8539518,65.40888568,16.02279003
Djibouti,DJI,1995,358.6719814,302.0988331,342.517296,426.2902029,380.6709638,117.2658791,6.583087389,1293.996635,235.68015,339.9701084,162.8462343,25.7674227,3.267000327,137.2317808,81.35492513,129.9373964,27.29278661,136.2998442,100.422847,84.24122897,390.1272703,223.4592991,7.807468371,36.58208146,98.33796963,20.35300337
Djibouti,DJI,2000,366.8126427,305.0432103,343.1645078,335.2269675,399.2023421,121.8707237,7.230758183,1280.959587,205.0446465,354.7128222,161.0073495,28.89907448,4.904545926,149.936666,92.90691475,396.1375693,33.13794827,176.3857679,119.8493618,117.4230085,448.6257262,254.5981442,8.725499645,31.15271301,96.33451621,24.38502597
Djibouti,DJI,2005,355.2995133,290.0826673,323.7757029,268.1132739,372.5009878,114.7225379,8.492495254,1096.437161,144.2264147,342.4389517,142.4195728,35.71220869,7.019524976,167.8461927,104.3757642,739.8103314,40.58531414,230.9720519,137.3861883,176.9132491,513.2903462,295.6846684,9.248976389,27.06747683,24.01061381,28.88477632
Djibouti,DJI,2006,361.2237938,293.1736888,324.307234,263.3614409,374.5405287,116.0658688,9.087776913,1061.808388,129.2802652,336.2423953,139.133698,44.50212472,7.469460067,171.7759739,106.5331068,771.3164039,42.08500195,243.510994,141.3614871,193.1494524,528.3624041,308.1658965,9.155157992,26.75996072,15.12364632,35.58094181
Djibouti,DJI,2010,305.4396564,238.7387188,279.7026211,239.7797057,381.6461758,95.26853773,6.777461627,849.3137605,103.1769582,311.531698,131.091692,42.76817862,9.446344356,190.9793835,117.7943402,804.5554605,49.99324592,303.0403549,162.2480219,271.2215915,607.2179071,384.0596031,8.664011073,18.55660581,9.806663431,34.89355421
Djibouti,DJI,2016,229.8895598,171.0175784,211.7683595,183.873556,432.6473349,54.44701323,3.168284823,501.3918782,51.34283148,249.9585744,105.1011659,54.83000739,12.464637,214.2473937,131.8570054,695.4703182,59.54830315,371.460878,190.084992,374.9274162,708.8897897,409.8907714,7.454717635,9.00322244,4.380218442,42.91243643
Dominica,DMA,1990,1.910929068,1.590921025,2.430927598,25.15761111,20.37608957,0.752096591,0.071208744,2.67018111,0.259019416,6.455089007,5.846572283,33.77455367,2.437944434,17.8355439,18.92462594,7.512216172,13.99161711,89.061429,32.70532842,50.12449492,115.8297872,24.8740867,0.03507814,0.050885774,0.021841517,1.429757487
Dominica,DMA,1995,1.774702752,1.391402143,2.327168992,17.70571339,21.96875847,0.620636225,0.052941734,1.905270084,0.18078517,6.71976174,6.783263108,35.0599849,2.959220375,18.81150588,19.66054911,10.02345724,15.12979876,106.9642525,34.98178165,59.89507353,121.9438549,29.13198009,0.048788272,0.041243549,0.014290746,1.626284295
Dominica,DMA,2000,1.147903925,0.81529893,1.750591726,10.23176266,18.05185782,0.427104711,0.027908169,1.189806239,0.102904034,6.05719965,5.728210137,28.70544639,3.046244014,15.50996188,15.26064185,12.58705494,12.31362699,101.8078993,27.45589408,57.05669624,103.8684648,25.31027629,0.029931255,0.024797834,0.00539833,1.679477893
Dominica,DMA,2005,0.824377287,0.549107291,1.635014578,7.613108935,17.83738377,0.376339752,0.018444405,0.941370531,0.088437475,6.025925405,5.52174614,29.20615249,3.383136697,15.37481915,14.87146451,9.795726969,12.38206516,105.21521,26.91003439,60.33302552,107.7577013,26.16750483,0.01434389,0.01841861,0.003275713,1.995119078
